symbol,name,sector,market_cap,shares,price,EPS,Sales,current_eps,EPS_CAGR,Sales_CAGR
WTL,Worldcall Telecom Limited,TECHNOLOGY & COMMUNICATION,8968120530.0,4982289186,1.80,"['(0.46)', '(0.40)', '(0.51)', '(0.06)']","['2943549', '2301245', '2114223', '3140134']",-0.46,0.0,-0.021319287481845306
WYETH,Wyeth Pakistan Limited,PHARMACEUTICALS,0.0,0,007.70,"['83.21', '(92.28)', '16.30', '(7.82)']","['1000898', '932673', '948237', '1192352']",83.21,0.0,-0.05667405576314
YOUW,Yousaf Weaving Mills Limited,TEXTILE WEAVING,544000000.0,136000000,4.00,"['(0.39)', '(0.74)', '0.25', '0.19']","['527640', '860825', '1244911', '723253']",-0.39,0.0,-0.09977896641333273
KSTM,Khalid Siraj Textile Mills Limited,TEXTILE SPINNING,85600000.0,10700000,8.00,"['0.03', '0.04', '1.46', '(1.90)']","['', '', '3303', '']",0.03,0.0,0.0
KPUS,Khairpur Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,2056967350.0,16017500,128.42,"['1.08', '7.30', '5.15', '(2.12)']","['4487204', '6180847', '4589427', '4290858']",1.08,0.0,0.015026133274898212
KOSM,Kohinoor Spinning Mills Limited,TEXTILE SPINNING,2806447210.0,412106785,6.81,"['(0.91)', '(0.91)', '(1.71)', '(1.71)']","['', '115435', '2630587', '2807075']",-0.91,0.0,-0.7972122365227352
KOHP,Kohinoor Power Company Limited,POWER GENERATION & DISTRIBUTION,87444000.0,12600000,6.94,"['(1.25)', '(0.13)', '(0.26)', '(0.17)']","['11118', '17552', '17453', '17114']",-1.25,0.0,-0.13391926027041434
ZELP,Zeal Pak Cement Factory Limited,CEMENT,188248950.0,427838526,0.44,"['(0.66)', '(0.84)', '(0.79)', '(0.93)']","['1249524', '332215', '380894', '54744']",-0.66,0.0,1.8366300005019562
ZHCM,Zahur Cotton Mills Limited,TEXTILE COMPOSITE,591600.0,9860000,0.06,"['(0.12)', '(0.08)', '4.13', '(0.47)']",[],-0.12,0.0,0.0
UDPL,United Distributors Pakistan Limited,MISCELLANEOUS,1919455110.0,35271134,54.42,"['10.28', '(10.56)', '(9.99)', '(2.22)']","['1111470', '785451', '659410', '646626']",10.28,0.0,0.19788426624878985
LSEPL,LSE Proptech Limited,,0.0,0,4.65,"['(0.11)', '']",[],-0.11,0.0,0.0
TREET,Treet Corporation Limited,FOOD & PERSONAL CARE PRODUCTS,8708046260.0,371028814,23.47,"['(0.87)', '0.61', '4.88', '8.93']","['10935371', '10173875', '7423897', '7573543']",-0.87,0.0,0.13025943765312542
UCAPM,Unicap Modaraba,MODARABAS,72811200.0,23640000,3.08,[],[],0.0,0.0,0.0
MOON,Moonlite (Pak) Limited,WOOLLEN,47520000.0,2160000,22.00,"['(0.49)', '(0.03)', '6.14', '']","['', '', '', '']",-0.49,0.0,0.0
MOIL,Morafco Industries Limited,,0.0,0,10.25,"['(4.98)', '(5.78)', '', '']","['', '', '', '']",-4.98,0.0,0.0
MOHE,Mohib Exports Limited,TEXTILE WEAVING,2277000.0,15180000,0.15,[],[],0.0,0.0,0.0
MODAMR1,MODARABA AL-MALI (R),MODARABAS,0.0,0,0.01,[],[],0.0,0.0,0.0
MODAM,Modaraba Al-Mali,,0.0,0,5.73,"['(0.05)', '1.23', '1.92', '1.01']",[],-0.05,0.0,0.0
TREI,Transmission Engineering Industries Limited,AUTOMOBILE PARTS & ACCESSORIES,17082000.0,11700000,1.46,[],[],0.0,0.0,0.0
STML,Shams Textile Mills Limited,TEXTILE COMPOSITE,223171200.0,8640000,25.83,"['(3.92)', '(17.74)', '25.48', '41.84']","['6916185', '3309014', '8674940', '7122421']",-3.92,0.0,-0.00974665006027442
MFTM,Mohammad Farooq Textile Mills Limited,TEXTILE COMPOSITE,65923310.0,18889200,3.49,[],[],0.0,0.0,0.0
TRG,TRG Pakistan Limited,TECHNOLOGY & COMMUNICATION,37511969940.0,545390665,68.78,"['(56.56)', '(2.45)', '(9.13)', '47.40']","['', '', '', '']",-56.56,0.0,0.0
MFL,Matco Foods Limited,FOOD & PERSONAL CARE PRODUCTS,5399094790.0,122400698,44.11,"['(2.14)', '4.54', '3.45', '(0.50)']","['27695668', '19985401', '12375921', '10556621']",-2.14,0.0,0.3792054718842883
TRIBL,Trust Investment Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,116288560.0,119885111,0.97,[],[],0.0,0.0,0.0
META,MetaTech Trading Limited,,0.0,0,9.67,"['(10.06)', '(0.10)', '(15.85)', '82.97']","['510', '', '', '']",-10.06,0.0,0.0
MERIT,Merit Packaging Limited,"PAPER, BOARD & PACKAGING",2003583440.0,199958427,10.02,"['(0.93)', '(0.95)', '(0.84)', '(6.84)']","['6638477', '6340624', '4181647', '2902559']",-0.93,0.0,0.317535925957819
TRSM,Trust Modaraba,MODARABAS,112048000.0,29800000,3.76,[],[],0.0,0.0,0.0
MDTM,Mehr Dastgir Textile Mills Limited,TEXTILE SPINNING,13800000.0,9200000,1.50,[],[],0.0,0.0,0.0
MDTL,Media Times Limited,TECHNOLOGY & COMMUNICATION,431030930.0,178851010,2.41,"['(0.02)', '(0.62)', '0.10', '(0.64)']","['67245', '110971', '150794', '117771']",-0.02,0.0,-0.17039019088108487
TSPL,Tri-Star Power Limited,POWER GENERATION & DISTRIBUTION,91350000.0,15000000,6.09,"['(0.89)', '0.41', '0.40', '0.36']","['5000', '6080', '', '14114']",-0.89,0.0,-0.40480407984930233
UBDL,United Brands Limited,MISCELLANEOUS,2044386000.0,91800000,22.27,"['(0.64)', '(1.07)', '0.24', '0.04']","['1120839', '1348030', '3265824', '2553666']",-0.64,0.0,-0.24003595340424233
UBLGSFO,,,0.0,0,0.00,[],[],0.0,0.0,0.0
MIRKS,Mirpurkhas Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,1902890020.0,66557888,28.59,[],"['11969725', '7779469', '4832646', '3861442']",0.0,0.0,0.45806947807706133
OBOY,Oilboy Energy Limited,OIL & GAS MARKETING COMPANIES,245250000.0,25000000,9.81,"['(1.34)', '(0.70)', '(5.98)', '(0.24)']","['206376', '100469', '52052', '']",-1.34,0.0,0.9911816658313446
NORS,Noor Silk Mills Limited,SYNTHETIC & RAYON,15600000.0,400000,39.00,[],[],0.0,0.0,0.0
SGPL,S.G. Power Limited,POWER GENERATION & DISTRIBUTION,160142140.0,17833200,8.98,"['0.09', '(0.16)', '(0.04)', '(0.15)']","['17302', '3348', '8318', '9019']",0.09,0.0,0.24254647103527338
SERT,Service Industries Textiles Limited,TEXTILE SPINNING,208605890.0,13787567,15.13,"['(7.30)', '(11.45)', '(0.82)', '9.91']","['1341318', '1051603', '1341765', '1230010']",-7.3,0.0,0.02929778171292874
SFAT,Safa Textiles Limited,TEXTILE COMPOSITE,7560000.0,4000000,1.89,"['(6.52)', '(45.91)', '(48.16)', '(2.05)']","['2264', '322730', '613966', '731675']",-6.52,0.0,-0.8542799196320795
PRIC,Progressive Insurance Company Limited,INSURANCE,9605000.0,8500000,1.13,"['(0.50)', '(0.65)', '(0.59)', '(0.11)']",[],-0.5,0.0,0.0
SFLL,SFL Limited,TEXTILE COMPOSITE,3214632000.0,20091450,160.00,"['(0.15)', '0.05', '1.63', '1.58']",[],-0.15,0.0,0.0
SGABL,SG.Allied Businesses Limited,SYNTHETIC & RAYON,1890000000.0,15000000,126.00,"['(1.08)', '(0.56)', '(0.72)', '(0.79)']","['57199', '22139', '14247', '16903']",-1.08,0.0,0.5013255705790711
PRIB,Prudential Investment Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,40000000.0,10000000,4.00,[],[],0.0,0.0,0.0
PRET,Premium Textile Mills Limited,TEXTILE SPINNING,2434385000.0,6163000,395.00,"['(71.60)', '169.18', '699.40', '224.93']","['27075691', '22828703', '19976813', '11484467']",-71.6,0.0,0.33093312749984016
SGFL,S.G.Fiber Limited,SYNTHETIC & RAYON,0.0,0,126.00,"['', '', '', '']","['', '', '', '']",0.0,0.0,0.0
PPVC,Pakistan PVC Limited,CHEMICAL,155114460.0,14958000,10.37,"['(0.32)', '5.93', '(0.69)', '(0.77)']","['8768', '11251', '12048', '9640']",-0.32,0.0,-0.031109935580375225
SHCI,Shaffi Chemical Industries Limited,CHEMICAL,77880000.0,12000000,6.49,"['(1.25)', '0.78', '(0.87)', '(0.35)']",[],-1.25,0.0,0.0
SSOM,S.S.Oil Mills Limited,VANASPATI & ALLIED INDUSTRIES,424380000.0,5658400,75.00,"['(26.13)', '23.74', '38.87', '55.06']","['4516347', '6230794', '10562345', '8037745']",-26.13,0.0,-0.174815567695095
SHCM,Shadman Cotton Mills Limited,TEXTILE SPINNING,510232620.0,17636800,28.93,"['(6.16)', '5.31', '0.63', '(3.22)']","['731307', '349130', '377850', '110032']",-6.16,0.0,0.8801546558647579
SHEL,Shell Pakistan Limited,OIL & GAS MARKETING COMPANIES,44645544490.0,214024662,208.60,"['27.34', '(0.34)', '21.88', '(31.19)']","['431650228', '412699059', '249209984', '165139915']",27.34,0.0,0.37750538717332827
POWERR1,Power Cement (R),,0.0,0,0.04,[],[],0.0,0.0,0.0
POWER,Power Cement Limited,CEMENT,10108248050.0,1112018487,9.09,"['(2.88)', '(0.19)', '(0.62)', '0.17']","['31077214', '28939096', '17494878', '14220613']",-2.88,0.0,0.2977008434251025
SHEZ,Shezan International Limited,FOOD & PERSONAL CARE PRODUCTS,1314755940.0,9663060,136.06,"['(47.89)', '4.95', '8.27', '12.73']","['8154971', '8745424', '8169271', '6584452']",-47.89,0.0,0.07390927926125945
POML,Punjab Oil Mills Limited,VANASPATI & ALLIED INDUSTRIES,1179900000.0,7762500,152.00,"['(4.82)', '5.54', '12.49', '(3.15)']","['8052444', '9844950', '8837676', '5981843']",-4.82,0.0,0.10415718023884568
SHFA,Shifa International Hospitals Limited,MISCELLANEOUS,25268685320.0,63214383,399.73,[],"['23563840', '19721425', '16197551', '14219718']",0.0,0.0,0.18336402001217467
PNSC,Pakistan National Shipping Corporation,TRANSPORT,91848746250.0,198095040,463.66,[],[],0.0,0.0,0.0
SHJS,Shahtaj Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,1130614260.0,12011200,94.13,"['33.76', '0.09', '17.05', '(4.87)']","['9476053', '6615125', '6314278', '4539679']",33.76,0.0,0.2780095879261115
SERF,Service Fabrics Limited,TEXTILE WEAVING,3230833690.0,249871128,12.93,"['(1.98)', '(0.14)', '(0.08)', '(0.16)']","['', '', '', '']",-1.98,0.0,0.0
PRLR1,Pak Refinery (R),,53550000.0,315000000,0.17,[],[],0.0,0.0,0.0
PSEL,Pakistan Services Limited,MISCELLANEOUS,28789165130.0,32524250,885.16,"['13.08', '(6.71)', '18.73', '(12.17)']","['15044702', '13262037', '11988488', '6940821']",13.08,0.0,0.2941687689512973
PSMC,Pak Suzuki Motor Company Limited,AUTOMOBILE ASSEMBLER,50120609260.0,82299851,609.00,"['(122.35)', '(77.00)', '32.56', '(19.31)']","['102109380', '202466737', '160082255', '76720132']",-122.35,0.0,0.09998163057022325
RUPL,Rupali Polyester Limited,SYNTHETIC & RAYON,702833160.0,34068500,20.63,"['(24.14)', '(5.43)', '25.27', '8.57']","['10485055', '11526866', '11229275', '7554429']",-24.14,0.0,0.11546604896381285
RUBY,Ruby Textile Mills Limited,TEXTILE SPINNING,393174430.0,52214400,7.53,"['(0.87)', '(1.15)', '(0.53)', '(1.40)']","['', '12299', '', '184862']",-0.87,0.0,-0.9334692906059655
SANSM,Sanghar Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,271532580.0,11946000,22.73,"['(11.69)', '8.78', '0.13', '(2.50)']","['5415294', '3922156', '3872185', '2860053']",-11.69,0.0,0.2371318449388493
REGAL,Regal Ceramics Limited,GLASS & CERAMICS,27740000.0,7300000,3.80,[],[],0.0,0.0,0.0
SASML,Sindh Abadgars Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,417000000.0,10425000,40.00,"['(28.71)', '35.81', '(3.93)', '(7.69)']","['5766181', '5534666', '3392097', '2253713']",-28.71,0.0,0.3677179719703818
SCHT,Schon Textiles Limited,TEXTILE COMPOSITE,7780500.0,11970000,0.65,[],[],0.0,0.0,0.0
SCL,Shield Corporation Limited,FOOD & PERSONAL CARE PRODUCTS,1042002000.0,3900000,267.18,"['(92.99)', '37.17', '4.55', '39.77']","['3867121', '4357631', '2662055', '2148550']",-92.99,0.0,0.21641219490336328
RAVT,Ravi Textile Mills Limited,TEXTILE SPINNING,558750000.0,25000000,22.35,"['1.21', '4.08', '(1.39)', '(1.46)']","['', '', '', '']",1.21,0.0,0.0
SDIL,Saleem Denim Industries Limited,TEXTILE WEAVING,3705000.0,3900000,0.95,[],[],0.0,0.0,0.0
QUSW,Quality Steel Works Limited,,0.0,0,11.00,[],[],0.0,0.0,0.0
QUICE,Quice Food Industries Limited,FOOD & PERSONAL CARE PRODUCTS,651817300.0,98461828,6.62,"['(0.28)', '(0.12)', '(0.24)', '(0.30)']","['903255', '838449', '532239', '237675']",-0.28,0.0,0.5605425830614248
QUET,Quetta Textile Mills Limited,TEXTILE COMPOSITE,236860000.0,13000000,18.22,"['(54.14)', '(75.77)', '2.57', '(28.33)']","['888780', '3392968', '5027979', '4982224']",-54.14,0.0,-0.43706661178134953
SDOT,Sadoon Textile Industries Limited,TEXTILE WEAVING,2550000.0,3000000,0.85,[],[],0.0,0.0,0.0
SEARL,The Searle Company Limited,PHARMACEUTICALS,52510017770.0,511494426,102.66,"['(6.95)', '0.75', '5.36', '7.01']","['25827210', '21641282', '17737282', '16569596']",-6.95,0.0,0.15945845372089562
KHYT,Khyber Textile Mills Limited,TEXTILE COMPOSITE,672412230.0,1227500,547.79,"['(3.80)', '(3.19)', '(4.24)', '4.41']","['18355', '27104', '14592', '9618']",-3.8,0.0,0.24038509435196187
PUDF,Prudential Stocks Fund Limited,CLOSE - END MUTUAL FUND,13980000.0,6000000,2.33,[],[],0.0,0.0,0.0
SEARLR1,Searl Company(R),,0.0,0,67.12,[],[],0.0,0.0,0.0
SEL,Sitara Energy Limited,POWER GENERATION & DISTRIBUTION,229104000.0,19092000,12.00,[],"['916056', '1067686', '482312', '512635']",0.0,0.0,0.21349480973564527
SEPCO,Southern Electric Power Company Limited,POWER GENERATION & DISTRIBUTION,302053410.0,136675752,2.21,"['(12.89)', '(12.87)', '(11.67)', '(13.77)']","['822139', '1121270', '1277383', '2670811']",-12.89,0.0,-0.32479751592857387
PNGRS,Pangrio Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,58807000.0,10850000,5.42,"['(4.03)', '(10.38)', '', '']","['', '136824', '', '']",-4.03,0.0,0.0
PMRS,The Premier Sugar Mills,SUGAR & ALLIED INDUSTRIES,1502662500.0,3750000,400.71,"['19.46', '(26.24)', '(53.93)', '(13.00)']","['3045962', '679216', '548875', '938404']",19.46,0.0,0.48062431412640527
PMI,First Prudential Modaraba,MODARABAS,311833940.0,129391676,2.41,[],[],0.0,0.0,0.0
PAKL,Pak Leather Crafts Limited,LEATHER & TANNERIES,102102000.0,3400000,30.03,"['2.39', '(3.30)', '(0.85)', '(2.56)']","['89395', '90691', '132935', '108363']",2.39,0.0,-0.06212692163323552
SLL,SME Leasing Limited,LEASING COMPANIES,54400000.0,32000000,1.70,[],[],0.0,0.0,0.0
PACE,Pace (Pakistan) Limited,PROPERTY,2013489080.0,278876604,7.22,"['1.89', '(6.02)', '(2.22)', '(0.17)']","['2056244', '241809', '1256326', '214024']",1.89,0.0,1.1258733640113432
OTSU,Otsuka Pakistan Limited,PHARMACEUTICALS,2254956000.0,12100000,186.36,"['(0.39)', '(0.60)', '19.16', '31.93']","['3163868', '3035085', '2851733', '2546276']",-0.39,0.0,0.07507218700811835
SLSO,Saleem Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,7840000.0,1120000,7.00,[],[],0.0,0.0,0.0
SLYT,Sally Textile Mills Limited,TEXTILE SPINNING,106353000.0,8775000,12.12,"['(22.24)', '(10.96)', '10.35', '(14.62)']","['', '', '', '']",-22.24,0.0,0.0
SMBL,Summit Bank Limited,COMMERCIAL BANKS,14370218650.0,6622220576,2.17,"['(1.20)', '(1.09)', '(2.63)', '(3.58)']",[],-1.2,0.0,0.0
SML,Shakarganj Limited,SUGAR & ALLIED INDUSTRIES,3768750000.0,125000000,30.15,"['(4.37)', '(1.80)', '(11.10)', '(7.98)']","['9561824', '12325570', '9161763', '6409384']",-4.37,0.0,0.14263665346217325
SMTM,Samin Textiles Limited,TEXTILE WEAVING,141361420.0,11879111,11.90,"['(0.70)', '(0.07)', '3.41', '(33.60)']","['', '', '44753', '395667']",-0.7,0.0,-0.8868922604109011
OLSM,Olympia Spinning and Weaving Mills Limited,TEXTILE SPINNING,0.0,0,11.97,"['(0.97)', '(5.36)', '(18.83)', '(30.14)']","['77782', '', '77006', '1971662']",-0.97,0.0,-0.8013798434790131
SNAI,Sana Industries Limited,TEXTILE SPINNING,601745100.0,19965000,30.14,"['(3.78)', '(5.27)', '6.43', '9.10']","['3804189', '2885601', '2630598', '2128999']",-3.78,0.0,0.21346953070438257
SPL,Sitara Peroxide Limited,CHEMICAL,738340000.0,55100000,13.40,"['(14.39)', '(6.19)', '0.63', '1.35']","['823998', '1742727', '1865397', '1745356']",-14.39,0.0,-0.22134087376515377
SRSM,Sargodha Spinning Mills Limited,TEXTILE SPINNING,1258296000.0,31200000,40.33,"['(5.21)', '(2.46)', '(1.89)', '(4.70)']","['148', '43270', '142492', '2051787']",-5.21,0.0,-0.9583728689245312
OBOYR1,Oilboy Energy(R),OIL & GAS MARKETING COMPANIES,0.0,0,0.04,[],[],0.0,0.0,0.0
SALT,Salfi Textile Mills Limited,,0.0,0,376.00,"['(97.49)', '(26.00)', '70.14', '10.97']","['6298453', '6770629', '5958499', '5284258']",-97.49,0.0,0.06027037376747724
SSGC,Sui Southern Gas Company Limited,OIL & GAS MARKETING COMPANIES,37650363050.0,880916309,42.74,"['(1.82)', '(12.99)', '2.22', '(24.28)']","['449501179', '375559048', '296128901', '290240366']",-1.82,0.0,0.156975974850039
SSIC,Silver Star Insurance Company Limited,INSURANCE,193781110.0,30564844,6.34,[],[],0.0,0.0,0.0
NRL,National Refinery Limited,REFINERY,23135925140.0,79966560,289.32,"['(197.46)', '(55.81)', '113.53', '22.14']","['308841828', '298805449', '251875728', '139625198']",-197.46,0.0,0.3029390611769336
NPSM,N. P. Spinning Mills Limited,TEXTILE SPINNING,294000000.0,14700000,20.00,"['(18.49)', '(5.92)', '(10.33)', '(30.18)']","['22972', '12728', '72117', '945035']",-18.49,0.0,-0.710321027422516
SSML,Saritow Spinning Mills Limited,TEXTILE SPINNING,263790969.99999997,29840607,8.84,"['(10.34)', '(14.92)', '3.06', '5.85']","['2222878', '3600124', '4860004', '3653463']",-10.34,0.0,-0.15263542336732894
SLCL,Security Leasing Corporation Limited,LEASING COMPANIES,36300000.0,36300000,1.00,"['0.44', '(0.58)', '(0.24)', '(0.37)']",[],0.44,0.0,0.0
PAKMI,First Pak Modaraba,,0.0,0,1.30,[],[],0.0,0.0,0.0
SICL,Standard Insurance Company Limited,INSURANCE,33000000.0,750000,44.00,"['(1.51)', '(13.02)', '(8.98)', '(1.75)']",[],-1.51,0.0,0.0
SKRS,Sakrand Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,553684560.0,44616000,12.41,"['(3.50)', '(6.68)', '(8.06)', '(13.43)']",[],-3.5,0.0,0.0
PKGI,The Pakistan General Insurance Co. Ltd.,INSURANCE,412500000.0,50000000,8.25,"['1.52', '(0.62)', '0.28', '(0.90)']",[],1.52,0.0,0.0
SIEM,Siemens (Pakistan) Engineering,CABLE & ELECTRICAL GOODS,12461272910.0,8247037,511.00,"['(248.34)', '117.72', '203.81', '103.07']","['35166298', '29351725', '21484209', '14348950']",-248.34,0.0,0.3482450772239045
SILK,Silkbank Limited,COMMERCIAL BANKS,9263498460.0,9081861237,1.02,"['(0.70)', '(1.35)', '(0.72)', '(0.44)']",[],-0.7,0.0,0.0
PINL,Premier Insurance Limited,INSURANCE,279119380.0,50565105,5.52,"['0.16', '(3.76)', '(0.54)', '(2.32)']",[],0.16,0.0,0.0
PIM,Popular Islamic Modaraba,MODARABAS,240000000.0,20000000,12.00,[],[],0.0,0.0,0.0
SINDM,Sindh Modaraba,MODARABAS,441000000.0,45000000,9.80,[],[],0.0,0.0,0.0
PIL,PICIC Insurance Limited,INSURANCE,107450000.0,35000000,3.07,"['0.02', '(0.09)', '(0.02)', '']",[],0.02,0.0,0.0
SING,Singer Pakistan ,CABLE & ELECTRICAL GOODS,1488085700.0,45410000,32.77,"['3.50', '2.10', '(3.32)', '(6.29)']","['3685623', '1399606', '1487934', '1668291']",3.5,0.0,0.30240593773045954
PICL,Pakistan Industrial & Commercial Leasing,LEASING COMPANIES,3939890.0,39398933,0.10,[],[],0.0,0.0,0.0
PIAHCLB,PIA Holding Company LimitedB,INV. BANKS / INV. COS. / SECURITIES COS.,1266855000.0,1500000,844.57,[],[],0.0,0.0,0.0
PIAHCLA,PIA Holding Company Limited,INV. BANKS / INV. COS. / SECURITIES COS.,89654345080.0,5233762118,17.13,[],[],0.0,0.0,0.0
PIAB,Pakistan International Airlines Corporat,,0.0,0,81.87,[],[],0.0,0.0,0.0
PIAA,Pakistan International Airlines Corp,,0.0,0,22.17,"['', '', '', '']","['172038132', '86185394', '94989391', '147500129']",0.0,0.0,0.05263411101994331
PHDL,Pakistan Hotels Developers Limited,MISCELLANEOUS,890280000.0,18000000,49.46,[],"['728524', '559042', '464551', '249724']",0.0,0.0,0.42887595134631673
SJTM,Sajjad Textile Mills Limited,,531695000.0,21267800,25.00,"['(2.44)', '(3.91)', '(3.50)', '(13.26)']","['', '', '139813', '793087']",-2.44,0.0,-0.8237103873849906
PGCL,Pakistan Gum & Chemicals Limited,CHEMICAL,1274565600.0,4248552,300.00,"['4.41', '(6.78)', '(22.35)', '(17.76)']","['763546', '620394', '486457', '684144']",4.41,0.0,0.03727973811564511
PECO,Pakistan Engineering Company Limited,ENGINEERING,3422996710.0,5690200,601.56,[],[],0.0,0.0,0.0
PDGH,Prudential Discourt & Guarantee House Lt,,0.0,0,0.30,[],[],0.0,0.0,0.0
PCML,Punjab Cotton Mill,TEXTILE WEAVING,1085945000.0,11500000,94.43,"['(3.65)', '3.80', '0.20', '']","['', '', '', '']",-3.65,0.0,0.0
KML,Kohinoor Mills Limited,TEXTILE COMPOSITE,1779339830.0,50911011,34.95,"['(0.39)', '39.31', '18.24', '5.26']","['29854242', '28208445', '21452848', '13241030']",-0.39,0.0,0.3112779544278603
JDMT,Janana De Malucho Textile Mills Limited,TEXTILE SPINNING,437494900.0,6915822,63.26,"['(67.61)', '(11.61)', '30.85', '57.08']","['5884712', '6016527', '7155722', '5610298']",-67.61,0.0,0.01604535407186325
KHTC,Khyber Tobacco Company Limited,TOBACCO,1903651200.0,6922368,275.00,"['(147.63)', '288.68', '65.62', '(14.28)']","['3113760', '7434548', '2464709', '1216036']",-147.63,0.0,0.3680844324558783
DSIL,D.S. Industries Limited,TEXTILE SPINNING,446044410.0,83685631,5.33,"['(0.04)', '(0.17)', '0.34', '(0.12)']","['29166', '37180', '15941', '133970']",-0.04,0.0,-0.3984250115932332
ENGL,English Leasing Limited,LEASING COMPANIES,5200000.0,8000000,0.65,[],[],0.0,0.0,0.0
ALQT,Al-Qadir Textile Mills Limited,TEXTILE SPINNING,0.0,0,85.00,[],[],0.0,0.0,0.0
ELCM,Elahi Cotton Mills Limited,TEXTILE SPINNING,133900000.0,1300000,103.00,"['(19.80)', '0.63', '4.20', '4.09']","['960658', '801296', '730213', '508766']",-19.8,0.0,0.23599555178309672
ALTN,Altern Energy Limited,POWER GENERATION & DISTRIBUTION,7282135200.0,363380000,20.04,"['11.95', '(0.20)', '18.21', '(0.23)']","['', '17457', '1058', '204104']",11.95,0.0,-0.7075450018889758
EFGH,EFG Hermes Pakistan Limited,INV. BANKS / INV. COS. / SECURITIES COS.,9749027540.0,128751024,75.72,"['(5.37)', '(5.09)', '1.44', '0.08']",[],-5.37,0.0,0.0
DWTM,Dewan Textile Mills Limited,TEXTILE SPINNING,345484570.0,46064609,7.50,"['(2.94)', '(11.80)', '(7.40)', '(10.96)']","['', '', '323047', '76817']",-2.94,0.0,3.2054102607495736
AMBL,Apna Microfinance Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,4088226690.0,428984962,9.53,"['(8.38)', '(10.47)', '(4.84)', '0.03']",[],-8.38,0.0,0.0
DWSM,Dewan Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,569204590.0,91511992,6.22,"['(6.65)', '(9.44)', '(8.29)', '(8.69)']","['2483412', '6206791', '8454777', '5958696']",-6.65,0.0,-0.2530368417715295
DWAE,Dewan Automotive Engineering Limited,AUTOMOBILE PARTS & ACCESSORIES,840592000.0,21400000,39.28,"['(3.17)', '(3.98)', '(2.37)', '(2.08)']","['', '', '', '']",-3.17,0.0,0.0
DSML,Dar-es-Salaam Textile Mills Limited,TEXTILE SPINNING,11505625000.0,224500000,51.25,"['(1.49)', '28.62', '2.64', '(6.22)']","['', '', '', '']",-1.49,0.0,0.0
DSL,Dost Steels Limited,ENGINEERING,2997248190.0,444695577,6.74,"['(0.65)', '(0.67)', '(0.43)', '(0.55)']","['', '', '', '7054']",-0.65,0.0,0.0
AMSL,Al-Mal Securities & Services Limited,INV. BANKS / INV. COS. / SECURITIES COS.,3100000.0,5000000,0.62,[],[],0.0,0.0,0.0
DSFL,Dewan Salman Fibre Limited,SYNTHETIC & RAYON,322362550.0,366321085,0.88,"['(0.56)', '(5.98)', '(4.35)', '(1.09)']","['', '', '', '']",-0.56,0.0,0.0
DCL,Dewan Cement Limited,CEMENT,4260197420.0,484113343,8.80,"['(1.05)', '(1.21)', '(1.45)', '(1.38)']","['22319082', '20199555', '16518299', '6259915']",-1.05,0.0,0.5276925609956802
DOMF,Dominion Stock Fund Limited,,0.0,0,0.34,[],[],0.0,0.0,0.0
DNCC,Dandot Cement Company Limited,CEMENT,4663074650.0,316355132,14.74,"['0.08', '(1.48)', '(1.42)', '(0.79)']","['2456355', '', '', '']",0.08,0.0,0.0
DMTX,D.M. Textile Mills Limited,TEXTILE SPINNING,215316300.0,3052400,70.54,"['4.87', '(4.65)', '23.32', '(4.48)']","['', '', '', '1698']",4.87,0.0,0.0
DMTM,Dewan Mushtaq Textile Mills Limited,TEXTILE SPINNING,46128500.0,11561028,3.99,"['(5.74)', '(4.57)', '(9.00)', '(11.50)']","['22237', '', '', '']",-5.74,0.0,0.0
DMIL,D.M. Industries Limited,TEXTILE SPINNING,151643230.0,3052400,49.68,"['4.43', '(2.41)', '(5.20)', '(0.91)']","['', '', '', '']",4.43,0.0,0.0
DKTM,Dewan Khalid Textile Mills Limited,TEXTILE SPINNING,9034110.0,9610759,0.94,"['(5.89)', '(4.77)', '(7.73)', '(7.92)']","['65281', '', '', '']",-5.89,0.0,0.0
DKL,Drekkar Kingsway Limited,ENGINEERING,267700000.0,10000000,26.77,"['(0.24)', '(0.68)', '(0.07)', '(0.29)']","['', '2571', '1225', '']",-0.24,0.0,1.0987755102040815
DINT,Din Textile Mills Limited,TEXTILE SPINNING,2471183930.0,52466750,47.10,"['(52.77)', '(16.53)', '65.63', '29.79']","['39608139', '32313735', '31352709', '17641435']",-52.77,0.0,0.30943368688444206
DIIL,Diamond Industries Limited,MISCELLANEOUS,178380000.0,9000000,19.82,"['(2.69)', '(4.85)', '5.88', '3.72']","['', '959924', '1785557', '163264']",-2.69,0.0,1.4247848433731791
